Year,"Major area, region, country or area of destination",0-4,9-May,14-Oct, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total,0-4,9-May,14-Oct, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total,0-4,9-May,14-Oct, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total
2005,Venezuela (Bolivarian Republic of),"21,625","27,780","35,099","39,343","60,956","83,327","94,272","98,632","99,923","101,378","96,167","81,984","69,869","56,557","48,420","55,230","1,070,562","10,809","13,883","17,546","19,667","30,469","41,652","47,121","49,288","49,945","50,673","48,067","40,982","34,923","28,270","24,202","27,599","535,096","10,816","13,897","17,553","19,676","30,487","41,675","47,151","49,344","49,978","50,705","48,100","41,002","34,946","28,287","24,218","27,631","535,466"
2005,NORTHERN AMERICA,"478,890","1,181,448","1,800,210","2,606,950","3,258,164","4,502,768","4,811,605","4,845,818","4,355,894","4,043,266","3,360,340","2,583,846","2,237,181","1,638,448","1,391,263","2,267,296","45,363,387","242,577","604,603","944,843","1,402,462","1,759,487","2,381,036","2,488,162","2,476,281","2,193,955","1,995,862","1,614,773","1,211,332","1,017,041","721,164","585,736","905,414","22,544,728","236,313","576,845","855,367","1,204,488","1,498,677","2,121,732","2,323,443","2,369,537","2,161,939","2,047,404","1,745,567","1,372,514","1,220,140","917,284","805,527","1,361,882","22,818,659"
2005,Bermuda,479,653,637,687,808,"1,799","2,141","2,225","1,958","1,645","1,328","1,178",898,678,558,604,"18,276",254,317,318,363,371,867,"1,084","1,146","1,007",853,632,547,404,263,236,204,"8,866",225,336,319,324,437,932,"1,057","1,079",951,792,696,631,494,415,322,400,"9,410"
2005,Canada,"56,292","124,154","190,194","246,175","313,707","387,617","473,034","553,198","578,910","583,049","546,143","462,298","426,833","353,436","295,401","488,544","6,078,985","26,960","62,521","96,357","128,107","156,819","176,018","216,769","263,157","280,785","281,038","263,136","227,800","210,256","172,509","143,522","210,084","2,915,838","29,332","61,633","93,837","118,068","156,888","211,599","256,265","290,041","298,125","302,011","283,007","234,498","216,577","180,927","151,879","278,460","3,163,147"
2005,Greenland,207,254,217,178,276,596,806,711,699,690,635,707,473,151,55,31,"6,686",94,132,112,84,166,351,518,487,511,489,451,566,389,132,47,20,"4,549",113,122,105,94,110,245,288,224,188,201,184,141,84,19,8,11,"2,137"
2005,Saint Pierre and Miquelon,56,72,98,88,66,74,96,113,119,114,93,61,31,17,14,35,"1,147",29,37,50,46,36,39,49,57,63,66,51,33,17,10,7,7,597,27,35,48,42,30,35,47,56,56,48,42,28,14,7,7,28,550
2005,United States of America,"421,856","1,056,315","1,609,064","2,359,822","2,943,307","4,112,682","4,335,528","4,289,571","3,774,208","3,457,768","2,812,141","2,119,602","1,808,946","1,284,166","1,095,235","1,778,082","39,258,293","215,240","541,596","848,006","1,273,862","1,602,095","2,203,761","2,269,742","2,211,434","1,911,589","1,713,416","1,350,503","982,386","805,975","548,250","441,924","695,099","19,614,878","206,616","514,719","761,058","1,085,960","1,341,212","1,908,921","2,065,786","2,078,137","1,862,619","1,744,352","1,461,638","1,137,216","1,002,971","735,916","653,311","1,082,983","19,643,415"
2005,OCEANIA,"63,079","139,522","191,117","262,785","379,431","406,816","459,239","525,317","589,429","525,038","536,210","516,887","390,646","331,512","261,603","444,790","6,023,421","32,056","71,403","98,378","133,550","192,912","200,629","221,433","255,475","289,652","260,753","264,512","264,357","203,144","170,084","132,972","197,587","2,988,897","31,023","68,119","92,739","129,235","186,519","206,187","237,806","269,842","299,777","264,285","271,698","252,530","187,502","161,428","128,631","247,203","3,034,524"
2005,Australia/New Zealand,"49,561","123,197","173,414","244,449","358,641","380,087","427,304","490,932","558,459","499,009","515,444","500,690","377,823","323,537","256,282","439,153","5,717,982","25,322","63,176","89,322","124,229","181,979","187,369","205,405","237,540","272,871","246,226","252,580","254,967","195,698","165,527","129,997","194,672","2,826,880","24,239","60,021","84,092","120,220","176,662","192,718","221,899","253,392","285,588","252,783","262,864","245,723","182,125","158,010","126,285","244,481","2,891,102"
2005,Australia,"35,420","91,330","128,200","191,430","290,020","320,230","361,350","414,060","477,430","429,560","458,300","447,110","335,290","286,370","226,260","385,670","4,878,030","18,010","46,830","66,090","97,060","148,090","159,270","175,250","202,280","234,630","212,450","224,330","227,970","174,310","146,800","114,820","171,000","2,419,190","17,410","44,500","62,110","94,370","141,930","160,960","186,100","211,780","242,800","217,110","233,970","219,140","160,980","139,570","111,440","214,670","2,458,840"
2005,New Zealand,"14,141","31,867","45,214","53,019","68,621","59,857","65,954","76,872","81,029","69,449","57,144","53,580","42,533","37,167","30,022","53,483","839,952","7,312","16,346","23,232","27,169","33,889","28,099","30,155","35,260","38,241","33,776","28,250","26,997","21,388","18,727","15,177","23,672","407,690","6,829","15,521","21,982","25,850","34,732","31,758","35,799","41,612","42,788","35,673","28,894","26,583","21,145","18,440","14,845","29,811","432,262"
2005,Melanesia,"4,813","5,704","5,791","5,499","5,747","7,658","9,348","10,741","10,619","9,363","7,971","6,924","5,582","3,360","2,159","2,599","103,878","2,452","2,947","3,121","3,036","3,177","4,190","5,170","6,051","6,110","5,502","4,776","4,152","3,312","1,990","1,240","1,417","58,643","2,361","2,757","2,670","2,463","2,570","3,468","4,178","4,690","4,509","3,861","3,195","2,772","2,270","1,370",919,"1,182","45,235"
2005,Fiji,784,695,691,780,959,"1,114","1,185","1,150","1,050",912,787,723,581,399,269,356,"12,435",399,369,388,443,517,557,575,570,543,488,430,400,322,221,149,193,"6,564",385,326,303,337,442,557,610,580,507,424,357,323,259,178,120,163,"5,871"
2005,New Caledonia,"1,337","2,224","2,409","2,455","2,710","3,982","4,982","6,063","6,067","5,306","4,485","4,146","3,649","2,155","1,465","1,970","55,405",701,"1,161","1,256","1,286","1,428","2,099","2,632","3,230","3,269","2,891","2,482","2,318","2,051","1,219",812,"1,074","29,909",636,"1,063","1,153","1,169","1,282","1,883","2,350","2,833","2,798","2,415","2,003","1,828","1,598",936,653,896,"25,496"
2005,Papua New Guinea,"2,269","2,412","2,387","1,985","1,677","1,934","2,431","2,825","2,926","2,692","2,336","1,768","1,142",665,336,182,"29,967","1,152","1,238","1,325","1,164","1,027","1,227","1,578","1,863","1,967","1,854","1,647","1,265",818,471,230,116,"18,942","1,117","1,174","1,062",821,650,707,853,962,959,838,689,503,324,194,106,66,"11,025"
2005,Solomon Islands,195,187,149,118,199,363,433,382,306,243,211,172,120,89,53,51,"3,271",97,94,79,63,105,186,237,225,187,153,134,105,71,50,28,16,"1,830",98,93,70,55,94,177,196,157,119,90,77,67,49,39,25,35,"1,441"
2005,Vanuatu,228,186,155,161,202,265,317,321,270,210,152,115,90,52,36,40,"2,800",103,85,73,80,100,121,148,163,144,116,83,64,50,29,21,18,"1,398",125,101,82,81,102,144,169,158,126,94,69,51,40,23,15,22,"1,402"
2005,Micronesia,"4,973","6,098","7,117","7,836","9,984","12,729","15,234","15,771","13,195","10,573","8,005","5,639","4,377","2,937","2,057","1,865","128,390","2,417","2,987","3,468","3,729","5,171","5,844","6,991","7,599","6,638","5,598","4,336","3,112","2,396","1,553","1,063",867,"63,769","2,556","3,111","3,649","4,107","4,813","6,885","8,243","8,172","6,557","4,975","3,669","2,527","1,981","1,384",994,998,"64,621"
2005,Guam,"2,250","3,779","4,803","5,080","6,337","7,295","7,997","8,239","6,654","5,676","4,757","3,440","3,027","2,240","1,685","1,484","74,743","1,163","1,912","2,431","2,598","3,443","3,687","4,060","4,342","3,476","3,014","2,410","1,723","1,565","1,170",874,734,"38,602","1,087","1,867","2,372","2,482","2,894","3,608","3,937","3,897","3,178","2,662","2,347","1,717","1,462","1,070",811,750,"36,141"
2005,Kiribati,194,260,307,296,247,233,214,197,173,104,80,66,38,26,17,35,"2,487",101,139,165,145,128,124,113,106,90,57,50,40,21,15,11,7,"1,312",93,121,142,151,119,109,101,91,83,47,30,26,17,11,6,28,"1,175"
2005,Marshall Islands,210,162,121,115,197,264,297,284,223,165,125,94,73,39,17,31,"2,417",122,93,70,67,116,160,181,178,142,109,85,67,55,24,10,6,"1,485",88,69,51,48,81,104,116,106,81,56,40,27,18,15,7,25,932
2005,Micronesia (Fed. States of),190,182,166,161,205,289,336,322,288,246,194,137,88,53,28,20,"2,905",94,90,64,59,69,111,169,203,197,172,134,90,56,33,18,6,"1,565",96,92,102,102,136,178,167,119,91,74,60,47,32,20,10,14,"1,340"
2005,Nauru,146,142,117,127,142,179,211,229,224,194,152,121,93,72,51,53,"2,253",75,77,67,72,76,90,106,118,118,103,85,71,54,42,30,24,"1,208",71,65,50,55,66,89,105,111,106,91,67,50,39,30,21,29,"1,045"
2005,Northern Mariana Islands,"1,817","1,368","1,256","1,725","2,347","3,682","5,283","5,577","4,861","3,658","2,404","1,647",985,477,236,219,"37,542",757,545,455,587,"1,039","1,198","1,815","2,089","2,164","1,858","1,413","1,038",594,246,101,78,"15,977","1,060",823,801,"1,138","1,308","2,484","3,468","3,488","2,697","1,800",991,609,391,231,135,141,"21,565"
2005,Palau,166,205,347,332,509,787,896,923,772,530,293,134,73,30,23,23,"6,043",105,131,216,201,300,474,547,563,451,285,159,83,51,23,19,12,"3,620",61,74,131,131,209,313,349,360,321,245,134,51,22,7,4,11,"2,423"
2005,Polynesia,"3,732","4,523","4,795","5,001","5,059","6,342","7,353","7,873","7,156","6,093","4,790","3,634","2,864","1,678","1,105","1,173","73,171","1,865","2,293","2,467","2,556","2,585","3,226","3,867","4,285","4,033","3,427","2,820","2,126","1,738","1,014",672,631,"39,605","1,867","2,230","2,328","2,445","2,474","3,116","3,486","3,588","3,123","2,666","1,970","1,508","1,126",664,433,542,"33,566"
2005,American Samoa,843,"1,115","1,335","1,726","2,187","2,513","2,778","2,821","2,452","2,126","1,515","1,023",770,440,314,275,"24,233",424,585,675,862,"1,099","1,255","1,405","1,477","1,296","1,127",814,553,406,225,161,134,"12,498",419,530,660,864,"1,088","1,258","1,373","1,344","1,156",999,701,470,364,215,153,141,"11,735"
2005,Cook Islands,428,283,282,300,322,311,277,239,197,165,130,107,79,62,40,55,"3,277",220,147,149,155,163,160,147,134,113,96,75,58,45,28,18,16,"1,724",208,136,133,145,159,151,130,105,84,69,55,49,34,34,22,39,"1,553"
2005,French Polynesia,873,"1,608","1,717","1,599","1,331","2,450","3,308","3,908","3,733","3,170","2,637","2,087","1,676",930,613,646,"32,286",422,791,886,820,703,"1,282","1,826","2,205","2,188","1,822","1,621","1,269","1,102",630,427,411,"18,405",451,817,831,779,628,"1,168","1,482","1,703","1,545","1,348","1,016",818,574,300,186,235,"13,881"
2005,Niue,68,66,62,53,44,41,41,36,28,22,17,13,11,8,4,8,522,31,33,32,28,23,21,22,22,19,15,11,8,7,4,3,3,282,37,33,30,25,21,20,19,14,9,7,6,5,4,4,1,5,240
2005,Samoa,775,783,771,694,522,356,299,286,269,240,198,168,143,104,70,68,"5,746",385,398,409,372,263,160,126,131,145,145,122,100,79,52,30,23,"2,940",390,385,362,322,259,196,173,155,124,95,76,68,64,52,40,45,"2,806"
2005,Tokelau,31,39,42,35,25,19,14,11,8,7,5,4,2,4,3,9,258,16,20,20,17,12,10,8,7,5,5,3,3,1,2,1,3,133,15,19,22,18,13,9,6,4,3,2,2,1,1,2,2,6,125
2005,Tonga,546,454,379,345,356,368,368,340,282,217,176,148,120,92,46,64,"4,301",281,230,192,178,186,195,196,188,167,137,112,89,65,55,26,31,"2,328",265,224,187,167,170,173,172,152,115,80,64,59,55,37,20,33,"1,973"
2005,Tuvalu,10,9,8,15,16,16,16,16,14,13,10,5,4,4,1,26,183,6,5,5,8,9,8,9,10,10,10,8,4,3,2,1,3,101,4,4,3,7,7,8,7,6,4,3,2,1,1,2,..,23,82
2005,Wallis and Futuna Islands,158,166,199,234,256,268,252,216,173,133,102,79,59,34,14,22,"2,365",80,84,99,116,127,135,128,111,90,70,54,42,30,16,5,7,"1,194",78,82,100,118,129,133,124,105,83,63,48,37,29,18,9,15,"1,171"
2010,WORLD,"5,956,207","7,210,876","8,494,746","10,982,351","16,845,956","22,411,936","23,634,624","22,681,710","20,473,847","18,208,944","15,430,747","12,676,218","10,521,061","7,799,530","6,398,155","10,290,990","220,019,266","3,044,372","3,676,122","4,371,062","5,685,905","8,898,660","12,083,513","12,918,792","12,423,055","10,995,802","9,575,765","7,868,123","6,225,068","5,054,582","3,668,403","2,864,165","4,229,760","113,583,838","2,911,835","3,534,754","4,123,684","5,296,446","7,947,296","10,328,423","10,715,832","10,258,655","9,478,045","8,633,179","7,562,624","6,451,150","5,466,479","4,131,127","3,533,990","6,061,230","106,435,428"
2010,More developed regions,"1,403,608","2,805,747","4,053,031","5,871,288","9,163,855","12,352,379","13,206,523","13,120,954","12,815,783","11,964,889","10,463,879","8,780,753","7,451,711","5,489,546","4,560,627","7,178,145","130,683,517","714,139","1,424,993","2,088,831","3,057,155","4,699,301","6,214,033","6,608,852","6,530,541","6,357,887","5,856,801","4,997,887","4,083,137","3,441,264","2,491,083","1,980,250","2,827,333","63,373,864","689,469","1,380,754","1,964,200","2,814,133","4,464,554","6,138,346","6,597,671","6,590,413","6,457,896","6,108,088","5,465,992","4,697,616","4,010,447","2,998,463","2,580,377","4,350,812","67,309,653"
2010,Less developed regions,"4,552,599","4,405,129","4,441,715","5,111,063","7,682,101","10,059,557","10,428,101","9,560,756","7,658,064","6,244,055","4,966,868","3,895,465","3,069,350","2,309,984","1,837,528","3,112,845","89,335,749","2,330,233","2,251,129","2,282,231","2,628,750","4,199,359","5,869,480","6,309,940","5,892,514","4,637,915","3,718,964","2,870,236","2,141,931","1,613,318","1,177,320","883,915","1,402,427","50,209,974","2,222,366","2,154,000","2,159,484","2,482,313","3,482,742","4,190,077","4,118,161","3,668,242","3,020,149","2,525,091","2,096,632","1,753,534","1,456,032","1,132,664","953,613","1,710,418","39,125,775"
2010,Least developed countries,"751,082","741,454","879,940","987,981","1,069,285","1,073,099","995,984","847,873","692,889","545,325","421,143","323,415","242,838","174,372","113,746","133,771","9,994,197","372,288","367,682","445,534","488,645","515,527","524,534","500,132","435,343","355,364","282,382","216,313","165,424","124,411","86,811","55,218","63,265","4,998,873","378,794","373,772","434,406","499,336","553,758","548,565","495,852","412,530","337,525","262,943","204,830","157,991","118,427","87,561","58,528","70,506","4,995,324"
2010,"Less developed regions, excluding least developed countries","3,801,930","3,664,561","3,562,955","4,124,387","6,614,813","8,990,414","9,437,640","8,718,692","6,970,882","5,704,417","4,550,705","3,575,943","2,829,766","2,138,038","1,725,424","2,982,469","79,393,605","1,958,150","1,883,892","1,837,291","2,140,757","3,684,842","5,346,993","5,812,764","5,460,352","4,285,695","3,439,666","2,656,554","1,978,526","1,490,594","1,091,783","829,559","1,340,857","45,238,587","1,843,780","1,780,669","1,725,664","1,983,630","2,929,971","3,643,421","3,624,876","3,258,340","2,685,187","2,264,751","1,894,151","1,597,417","1,339,172","1,046,255","895,865","1,641,612","34,155,018"
2010,High-income countries,"2,591,366","3,880,257","4,899,197","6,343,277","10,256,522","14,823,513","16,105,499","15,594,553","14,069,469","12,282,145","10,142,312","8,114,499","6,753,711","4,970,488","4,132,268","6,829,973","141,789,049","1,336,610","1,989,076","2,534,984","3,329,472","5,529,929","8,158,389","8,988,717","8,679,599","7,603,771","6,461,281","5,143,102","3,936,118","3,222,889","2,329,564","1,857,787","2,740,567","73,841,855","1,254,756","1,891,181","2,364,213","3,013,805","4,726,593","6,665,124","7,116,782","6,914,954","6,465,698","5,820,864","4,999,210","4,178,381","3,530,822","2,640,924","2,274,481","4,089,406","67,947,194"
2010,Middle-income countries,"2,779,847","2,739,276","2,910,191","3,893,550","5,793,023","6,766,934","6,737,260","6,387,484","5,812,108","5,450,802","4,912,799","4,271,119","3,547,762","2,682,967","2,174,616","3,345,024","70,204,762","1,420,521","1,394,793","1,495,101","1,996,593","2,992,623","3,533,536","3,542,506","3,395,317","3,093,271","2,872,001","2,533,954","2,141,504","1,719,460","1,266,788","962,971","1,435,308","35,796,247","1,359,326","1,344,483","1,415,090","1,896,957","2,800,400","3,233,398","3,194,754","2,992,167","2,718,837","2,578,801","2,378,845","2,129,615","1,828,302","1,416,179","1,211,645","1,909,716","34,408,515"
2010,Upper-middle-income countries,"1,308,797","1,377,903","1,508,073","2,266,125","3,621,838","4,197,125","3,947,531","3,649,240","3,233,322","2,990,519","2,750,686","2,403,979","2,012,948","1,421,896","1,157,408","1,857,646","39,705,036","675,435","710,953","780,703","1,175,671","1,905,062","2,252,808","2,130,540","1,966,931","1,736,790","1,579,702","1,417,586","1,196,586","968,383","667,078","508,194","771,355","20,443,777","633,362","666,950","727,370","1,090,454","1,716,776","1,944,317","1,816,991","1,682,309","1,496,532","1,410,817","1,333,100","1,207,393","1,044,565","754,818","649,214","1,086,291","19,261,259"
2010,Lower-middle-income countries,"1,471,050","1,361,373","1,402,118","1,627,425","2,171,185","2,569,809","2,789,729","2,738,244","2,578,786","2,460,283","2,162,113","1,867,140","1,534,814","1,261,071","1,017,208","1,487,378","30,499,726","745,086","683,840","714,398","820,922","1,087,561","1,280,728","1,411,966","1,428,386","1,356,481","1,292,299","1,116,368","944,918","751,077","599,710","454,777","663,953","15,352,470","725,964","677,533","687,720","806,503","1,083,624","1,289,081","1,377,763","1,309,858","1,222,305","1,167,984","1,045,745","922,222","783,737","661,361","562,431","823,425","15,147,256"
2010,Low-income countries,"567,937","561,189","647,798","704,232","757,252","774,074","740,475","648,687","548,129","440,058","347,093","270,366","205,419","137,119","85,650","109,728","7,545,206","278,629","276,984","322,371","339,903","358,139","370,312","364,436","324,736","277,880","225,067","176,823","137,155","104,760","67,265","40,537","50,832","3,715,829","289,308","284,205","325,427","364,329","399,113","403,762","376,039","323,951","270,249","214,991","170,270","133,211","100,659","69,854","45,113","58,896","3,829,377"
